video_id,channel_name,category,timestamp,comment,language,likes
vyDjFVZgJoo,fifa,sports,['5:43'],Me 19 October 2024 5:43 ❤,en,3.0
vyDjFVZgJoo,fifa,sports,['2:14'],2:14 incredible,en,2.0
vyDjFVZgJoo,fifa,sports,['2:41'],2:41 Sounds Like Micheal Jackson.,en,2.0
wuClZjOdT30,GeographyNow,culture,['5:05'],In germany the weather can go from 35 degrees celsius (95 degrees in fahrenheit) to thunderstorms that blow your windows out in one day (no joke)   btw 5:05 is the best part in the video,en,534.0
wuClZjOdT30,GeographyNow,culture,['2:05'],2:05    Wars wars battles battles Napolean comes over and messes everything up..   I love history..,en,329.0
wuClZjOdT30,GeographyNow,culture,['12:45'],12:45 Namibia is germanys best african friend    Breaking News: Adolf Hitler got elected in Namibia,en,283.0
wuClZjOdT30,GeographyNow,culture,['14:00'],14:00 *sobs* Poland and Czechia are not on the picture *sobs again*,en,262.0
wuClZjOdT30,GeographyNow,culture,['13:52'],"13:52 ""Their best friends will be... their Neighbours!"" No Poland [*]",en,215.0
wuClZjOdT30,GeographyNow,culture,['13:35'],13:35 isn't true anymore. German + Turkey = Nope :s,en,208.0
wuClZjOdT30,GeographyNow,culture,['1:05'],1:05 Lower Saxony refers to altitude rather than geographical position.,en,162.0
wuClZjOdT30,GeographyNow,culture,['12:05'],12:05 Albert said in his last days that he will always be a german and thst he forgive them.,en,138.0
wuClZjOdT30,GeographyNow,culture,['10:22'],"10:22 isn't that called ""Wirtschaftswunder""?",en,132.0
wuClZjOdT30,GeographyNow,culture,['1:28'],At 1:28 you can see my house xD,en,117.0
wuClZjOdT30,GeographyNow,culture,['9:19'],I would describe Germany as the Japan of Europe 9:19 you did a good job👌,en,113.0
wuClZjOdT30,GeographyNow,culture,['3:21'],3:21  Now Tegel is closed forever and the new airport opened with a small delay of just 9 years👍,en,109.0
wuClZjOdT30,GeographyNow,culture,['6:07'],6:07 no sorry no free bears in Germany,en,96.0
wuClZjOdT30,GeographyNow,culture,['6:21'],"6:21 that's Telecom Argentina, the logo of Deutsche Telekom AG ist magenta",en,94.0
wuClZjOdT30,GeographyNow,culture,['8:40'],"8:40 thank you for saying this! we are NOT all only ""Lederhosen"" ""Dirndl"" and ""Bier"" (beer). and yes, it is annoying to hear XD  I love this video <3",en,81.0
wuClZjOdT30,GeographyNow,culture,['11:27'],"11:27 Me as a german think thats very sad. Because If you just show your pride of being a german in public, far left wings immidiantly say: ""Nazi""",en,81.0
wuClZjOdT30,GeographyNow,culture,['0:22'],0:22 - Germany's Blitzkrieg in a Nutshell,en,72.0
wuClZjOdT30,GeographyNow,culture,['9:14'],"9:14 never hear ""adjus""  In Rheinland and Bavaria we say ""Servus""",en,68.0
wuClZjOdT30,GeographyNow,culture,['03:55'],03:55 is the reason why it's called “lower“ saxony.,en,56.0
wuClZjOdT30,GeographyNow,culture,['9:13'],9:13 Wait a minute Cologne is in Rheinland. And I've never seen someone say Adjus hmm,en,56.0
JN3KPFbWCy8,LexFridman,podcast,['1:22:51'],"1:22:51 That ""seal of approval"" joke marks the final upgrade for Lex, he is now fully human. That deserved more than it got lmao.",en,72.0
JN3KPFbWCy8,LexFridman,podcast,['1:19:50'],"00:01 War is a consequence of human nature and how human societies are structured. 02:42 Greater intelligence gives us more control over our violent instincts. 07:35 The question of war and its impact on creating or reducing terrorism. 10:01 The scale of war has been increasing, raising concerns about escalating conflicts 14:50 The war in Ukraine is likely to continue with no clear end in sight. 17:26 Warfare in detail with high human suffering and death but little change in land ownership. 21:35 The clash between civilizations and economic power can lead to war. 23:46 China's impressive architecture and historical significance 27:57 The importance of choosing a morally superior country 30:18 China's interest in incorporating Taiwan is very likely. 35:07 Expanding consciousness helps us understand the universe 37:21 Building on foundational physics to invent new technologies 41:26 Revising and iterating on a draft helps achieve coherence in understanding the truth 43:36 Exploring the nature of consciousness and the existence of aliens through AI. 48:04 Becoming a multiplanetary species is almost inevitable for humans. 50:14 Make life multiplanetary while it is possible. 54:34 Simulations are crucial for understanding rocket dynamics before actual testing. 56:45 Elon Musk was once one of the best Quake players in the world. 1:00:52 Elder Ring is a highly anticipated game known for its difficulty and stunning art 1:03:04 The potential dangers of wishing for eternal peace and the suppression of progress. 1:07:16 Soma from Brave New World raises questions about happiness and drug use in society. 1:09:14 Balancing pain relief and mental acuity with a drug 1:13:33 Batteries will be heavily used in the future to balance out the peak to trough ratio of power plants. 1:15:40 The limiting factor in technology is silicon chips 1:19:50 The video discusses absurd bureaucracy related to rocket launches. 1:21:52 The absurdity of human civilization: seals with headphones. 1:25:57 Recruiting Ilia for OpenAI was a tough battle and instrumental for OpenAI's success. 1:28:08 Curation of data is crucial in working with large datasets 1:32:02 Improvements needed in the recommendation system of tweets 1:34:09 Posting an entire episode on YouTube can generate high engagement for a brand like Apple. 1:37:59 The concept of regret is fascinating and social media can help humans grow but also provide cheap fun. 1:39:48 The conversation veered towards being in a hostage situation and the desire to be rescued. 1:44:00 Truth Social and Community Notes 1:46:05 Elon Musk's past disagreements can lead to truth 1:50:16 Regulatory capture and the impact on small investors 1:52:22 Elon Musk won both the SEC civil cases with unanimous jury verdicts in his favor. 1:56:30 Elon Musk's political ideology is left of center on social issues and right of center on economic issues. 1:58:26 Finding trust in personal and professional life 2:02:45 Conventional news has a strong negative bias. 2:04:58 Both LLMs and Tesla's Autopilot are heading towards AGI, but Tesla's approach is more efficient. 2:09:31 Developing Optimus humanoid robot required designing every part from scratch. 2:11:45 The work in cars will translate to robot perception and controls. 2:16:37 Hope for future encounters Crafted by Kennedy Kris",en,49.0
JN3KPFbWCy8,LexFridman,podcast,['1:22:00'],"Around 1:22:00 the discussion about seals had me laughing out loud 😂 Musk is getting funnier by the day. It seems it's a beneficial characteristic of tackling such significant problems, to know what is to be taken seriously, and to laugh about the rest (to quote Hermann Hesse)",en,25.0
JN3KPFbWCy8,LexFridman,podcast,['4:16'],4:16 The Nutripper.,en,9.0
JN3KPFbWCy8,LexFridman,podcast,['1:33:20'],1:33:20 Recommendations should be diversified somehow. I don't want to always read only on a few topics. I want to learn something new! It is important to give people the opportunity to break out of the information bubble.,en,8.0
JN3KPFbWCy8,LexFridman,podcast,['11:10'],"🎥 Elon Musk discusses the role of war and military conquest in empires throughout history. 00:50 War and military conquest have been a significant part of most empires and dynasties throughout human history.  The Roman Empire celebrated excellence in warfare and had many excellent generals.   🎖 Many people in the US lack a visceral understanding of the horrors of war, unlike those on the frontlines in Ukraine and Russia. 11:10 The speaker's grandfather was severely traumatized by his experience in World War II.  The speaker's grandfather was not eligible for officer status due to not finishing high school.  The speaker's grandfather was categorized as a cannon fighter.   🌍 The video discusses the inevitability of conflict between dominant powers and the impact of economic strength on war. 21:31 Athens and Sparta couldn't avoid a clash despite seeing it coming.  The United States has been the most powerful economic engine since 1890.  China's economy is likely to surpass that of the US, leading to potential conflict.   🌍 Acts of kindness can be an antidote to the cycle of reciprocal violence. 32:45 After World War II, instead of crushing the losers, the Marshal Plan was implemented to help rebuild Germany and other countries.  Conspicuous acts of kindness can stop the cycle of reciprocal violence.  Grock AI assistant, an incredible engineering work, was recently released.   🤔 The video discusses fundamental questions about consciousness, emotions, and the existence of a soul. 42:56 There may be more to consciousness and emotions than just atoms bumping into each other.  AI may play a role in discovering the nature of consciousness and the soul.  The existence of thoughts, actions, and feelings in humans is a compelling illusion that needs further exploration.   🤔 The speaker discusses the idea of a simulation and suggests that higher beings may create simulations to see what happens. 53:44 The purpose of a simulation may be to observe the outcomes and see what happens.  Humans create simulations to understand and predict outcomes, such as with rocket launches.  Simulations are necessary when testing something that cannot be directly observed or tested.   🌍 The video discusses the potential dystopian effects of AI and compares it to the societies depicted in '1984' and 'Brave New World'. 1:05:29 The drug called Soma mentioned in 'Brave New World' is actually a real muscle relaxant used for treating pain and discomfort.   ⚡ The growing demand for electricity for electric vehicles and AI is leading to an electricity shortage, and the challenge lies in maximizing the useful productivity per watt for training NE nuts. 1:15:30 The limiting factor to progress in this domain is silicon chips, and there will soon be more chips than can be plugged in and turned on.  The initial constraint is voltage step down Transformers, as power needs to be stepped down from 300,000 volts to around 7 volts.   🔍 The speaker discusses their bias towards open sourcing and their concerns about AI safety. 1:24:59 The speaker believes open sourcing is important but is concerned about the lack of AI safety focus in companies like Google.  The speaker mentions their discussions with Larry Page about AI safety and how Larry did not care about it.  The speaker highlights Google's acquisition of DeepMind and their abundance of AI researchers and resources.   🎥 AI can analyze movies and recommend them to users with high accuracy, surpassing the recommendations of friends. 1:35:27 AI can analyze movies and act as a movie critic or TV series to recommend movies to users.  The AI's recommendations are based on analyzing hundreds of millions of movies and shows, making it better than friends' recommendations.  Advertisements can be personalized and well-done, funding the AI's services.   📚 Community notes is a collaborative platform where people with historical disagreements can come together to create context for different subjects. 1:45:26 Community notes allows people with past disagreements to collaborate and create context for different subjects.  In order for a community note to be shown, people who historically disagreed must agree on the subject.  Community notes is not hierarchical like Wikipedia and could potentially challenge it.   🤔 The speaker discusses the battle against the woke mind virus and their political stance. 1:55:52 The speaker perceives the woke mind virus as left-wing, but acknowledges that there are good aspects of the left.  The speaker expresses uncertainty about their current political alignment and their desire for a positive future and empathy for others.  The speaker describes their political stance as left of center on social issues and right of center on economic issues.   💡 Tesla's approach to AGI is fundamentally more computer efficient and will understand the real world faster than LLMS. 2:06:19 Tesla's approach to AGI is more computer efficient.  Tesla's approach is constrained by energy efficiency.  Understanding the real world faster than LLMS.",en,7.0
JN3KPFbWCy8,LexFridman,podcast,['1:21:45'],I honestly laughed out loud when I saw the picture of the seal at 1:21:45 into the interview. They couldn't even keep a straight face talking about. Awesome and insane at the same time.,en,7.0
JN3KPFbWCy8,LexFridman,podcast,['2:31'],"True that elon has admitted b4 that most would not choose 2b hin or in his head as it never stops n is painful, his lack of true loyal partners can b soul razing~ hope elon discovers the love in this life once again he deserves it eh!?!!2:31Am11/18/2023",en,6.0
JN3KPFbWCy8,LexFridman,podcast,['45:30'],"45:30 The fermi paradox I believe is not even a real paradox, it's based on limited evidence. In other words, we've barely explored.",en,6.0
JN3KPFbWCy8,LexFridman,podcast,['1:06:10'],"1:06:10 Grok truly was a highlight of the cast. Also very fun and awesome conversation like usual lol, loved it",en,6.0
JN3KPFbWCy8,LexFridman,podcast,['1:15:04'],"Who the hell wrote the subtitles? :)) 1:15:04 ""the useful productivity per watt for training... (indistinct) nuts?"" I think they're talking about *neural nets*...",en,5.0
JN3KPFbWCy8,LexFridman,podcast,['1:03:50'],"400 episodes..and it feels like he’s just warming up. Unbelievable Lex❤And if Eternal Peace would mean the suppression of progress(Elon talks about this 1:03:50), then i would say the antidote is: Killing Boredom. By lifting the majority of the world, poor people, out of poverty. Giving them an actual chance to adventure, explore and create. Instead of fighting over food, land or money. Raise equality on Earth across the board as far as possible (would be an interesting discussion) and you will unlock so much potential by doing so, that General Progress would actually get a Leap Frogging Boost in every academic field. Unparalleled amounts of brilliance released from every corner in the world. There will always be hate, pain and suffering. But War is not ingrained in human nature. So let’s give it a shot, Elon?",en,5.0
JN3KPFbWCy8,LexFridman,podcast,['2:16:02'],2:16:02 beautiful thank you both for this interview made me cry the last few minutes. To remember how we were childlike as well. ❤️,en,5.0
JN3KPFbWCy8,LexFridman,podcast,['1:10:46'],1:10:46 just wanted to comment that I really enjoy these conversations. Elon you're a legend 💯,en,4.0
JN3KPFbWCy8,LexFridman,podcast,['9:30'],I loved lexs expression at 9:30 when elon says “there will always be war” 😅,en,4.0
JN3KPFbWCy8,LexFridman,podcast,['1:21:50'],1:21:50 seal was on SOMA.,en,4.0
JN3KPFbWCy8,LexFridman,podcast,['53:45'],"As usual, Lex is possibly my favorite interviewer.  He asks good questions, doesn’t rush guests, and he connects with a wide variety of people.  Sometimes I‘ve been unimpressed with Elon, but more often I think I’d enjoy being stuck in an elevator, with either of these two—it’d be interesting instead of somewhere between dreary & dreadful! Around 53:45—Lex “Is there a master plan” vs Elon saying there’d be no purpose for a simulation, because a creator would know the outcome:  When I went to college (in Fremont 😎) in the early 80s, for our RN program 92% was the cutoff for an A, 84% for a B, & 76% for a C.  75% & below—a D—failed the program.   People busted their fannies to stay in the program, but it would’ve been hard to argue with the rationale: Patients deserve a nurse who has sufficient grasp of each area to pass both theory & the “practical lab” with a minimum of 75%.  (Certainly they gel together further in a job!) I think we’re here with a purpose, but for there to be a God, the results would have to matter.   I think God knows what we’ll choose, but we don’t.   I think individuals often think enough of themselves—or we rationalize—that the purpose of life is to prove to ourselves who we really are, especially if we stand up for what we believe is right or for core principles—especially when they conflict.  Do we choose Good, Better or Best, or are we content with “So What”, or to take advantage of others?  I tend to think whatever is after this life, there are parameters here, and there, that matter.  Maybe only those with deep integrity will have the full benefit of the best of the next life.  I always thought all the building blocks of our world have intelligence—I agree with Elon that that must be all or nothing.  I was also pleasantly surprised to hear Elon say Israel should aim for extraordinary kindness and that an eye for an eye is a strong perspective in the Middle East!  I’ve been saying it’s hard to expect Do Unto Others and “Go the extra mile” when culturally the whole region’s kept the Abrahamic law of an eye for an eye.   “Commit extraordinary kindness”…. Well verbalized, and he’s right, that’s the only thing that would be a help.   Being a doormat or inviting repeat acts of aggression is not part & parcel of forgiveness.  Forgiveness is about not letting others’ aggression change or sour who you are inside.  A balance IS possible, but the people would have to push Netanyahu.  I don’t think he’ll come to that on his own. “Beating Hatred in the Eternal realm is the hardest boss battle.  In life and in the video game”.   I didn’t expect to rethink Diablo!",en,4.0
JN3KPFbWCy8,LexFridman,podcast,['27:44'],"27:44 My grandfather was a radio man in the German Navy, who ended up a radio man in the trenches on the eastern front. He said he was listening to the other trenches falling, and then he somehow got shot (he didn't say it, but I think he shot himself, knowing it is the only way out alive). The hospital ship he was on stopped on the side of the river and the captain made the announcement that their destination is under Russian control. The captain urged whoever could walk to get off the ship now and start walking West, as the US is only about 50km away. He ended up being a US POW, working at a dairy farm in Denmark until he was allowed to return home.",en,4.0
JN3KPFbWCy8,LexFridman,podcast,['8:50'],8:50 “Hamas members who would die just to kill Israelis”!! It’s like as if they’re not trying to defend their land.,en,4.0
JN3KPFbWCy8,LexFridman,podcast,['8:01'],"8:01 Mahatma Gandhi is known for his  quote ("" An eye for an eye will make the whole world blind'') of him also signifies his teachings of non-violence, peace and harmony.",en,4.0
OPdbdjctx2I,fallontonight,variety show,['2:46'],2:46 Love how his scream is left behind while he goes down. The coaster going so fast that even his screams of agony cannot keep up.,en,946.0
OPdbdjctx2I,fallontonight,variety show,['0:38'],0:38 When my friends force me to talk to my crush.,en,851.0
OPdbdjctx2I,fallontonight,variety show,['1:35'],"1:35 ""Are u serious! Im a grown man"" * smacks sign down*",en,591.0
OPdbdjctx2I,fallontonight,variety show,['1:37'],1:37 IS LIKE LOL He is too short to go on the ride and he's a grown man...XD!!!!,en,360.0
OPdbdjctx2I,fallontonight,variety show,['1:50'],1:50 Is that guy taking his briefcase on a roller coaster?,en,352.0
OPdbdjctx2I,fallontonight,variety show,['4:20'],Notice the length of the video is 4:20??????,en,154.0
OPdbdjctx2I,fallontonight,variety show,['0:07'],0:07 *cough* *cough* Cedar Point *cough*,en,136.0
OPdbdjctx2I,fallontonight,variety show,['0:03'],0:03 is it just me or does jimmy Fallon get annoyed when they clap loudly,en,127.0
OPdbdjctx2I,fallontonight,variety show,['0:34'],0:34  this is me with my friends.,en,120.0
OPdbdjctx2I,fallontonight,variety show,['1:51'],Did anyone noticed the case in the seat at 1:51,en,107.0
OPdbdjctx2I,fallontonight,variety show,['3:14'],3:14 I could be wrong but it looks like Jimmy's eyes rolled back into his head like he fainted of under a second,en,75.0
OPdbdjctx2I,fallontonight,variety show,['4:20'],"This is 4:20 mins long, illuminati confirmed",en,55.0
OPdbdjctx2I,fallontonight,variety show,['3:06'],(Pause it)to 3:06 . That is me when I need to fly away to heaven,en,52.0
OPdbdjctx2I,fallontonight,variety show,['4:20'],The minutes and seconds are 4:20. BLAZE IT OOOOOOOHHHHHHHHHHHHHHHH,en,52.0
OPdbdjctx2I,fallontonight,variety show,['2:30'],2:30 when your mom tells you to clean your room.,en,51.0
OPdbdjctx2I,fallontonight,variety show,['1:50'],why is there a giant black box in one of the seats at 1:50? lol,en,47.0
OPdbdjctx2I,fallontonight,variety show,['4:20'],does anyone else notice that this videos 4:20 minutes,en,46.0
OPdbdjctx2I,fallontonight,variety show,['3:39'],I love how the people in the back look so calm while jimmy and Kevin are freaking out 3:39,en,43.0
OPdbdjctx2I,fallontonight,variety show,['1:49'],imagine u just tryna have fun on a roller coaster then kevin goes 1:49,en,41.0
OPdbdjctx2I,fallontonight,variety show,['1:30'],1:30 I'm dying lolol♡♡♡ Kevin Hart was not tall enough,en,40.0
YAxL4TB6pmQ,TheYoungTurks,news,['11:47'],"11:47 ""there are less places that accept cash"" Really? Can anybody confirm that in U.S there is such places that don't accept cash? That's illegal in my country, you HAVE TO accept cash, it's not an option.",en,68.0
YAxL4TB6pmQ,TheYoungTurks,news,['2:57'],"SquirrelFromGradLife I know I'm two months late in this but after just finish watching this video that couple you are referring to had a different story. That guy's credit was bad, they weren't broke. The video even says he makes a decent living at 2:57. His side of this documentary is those check cashing places that charge him fees for cashing his check. Just saying.",en,13.0
YAxL4TB6pmQ,TheYoungTurks,news,['4:01'],"At 4:01 they cut this sentence out of the video.  ""Momma, why this be the first time you be helpin me wit my homework?""",en,8.0
YAxL4TB6pmQ,TheYoungTurks,news,['33:25'],"33:25 ""what happens when a mother can't give her daughter the education she needs?""  wait, when did we start needing private school?",en,6.0
YAxL4TB6pmQ,TheYoungTurks,news,['0:40'],"0:40 Uh, excuse me, as I surely didn't hear: ""For four people to go to the movies it's over a hundred, a hundred and . . ."". What's that an iMax 6D super deluxe foot massage package deal with a happy ending for the whole family?  Check out the Detroit Water Brigade if you're interested in helping people in these kind of situations.",en,1.0
YAxL4TB6pmQ,TheYoungTurks,news,['22:12'],This comment sums up America current problems w/ healthcare & educational system 22:12- 22:24.  When one of your children needs more support than you originally expected the only thing you can do is provide the best care you can find...that you can afford. Our citizens shouldn't be put in a position of nor should they be saddled w/ increasing debt prior to graduating. ,en,1.0
YAxL4TB6pmQ,TheYoungTurks,news,['38:17'],Absolute fucking irony begins at 38:17  Presented by a major credit line.,en,1.0
YAxL4TB6pmQ,TheYoungTurks,news,['33:00'],"33:00 ""These situations have taken families that have hit a bump in a road and pull them down into a major crisis.""",en,1.0
YAxL4TB6pmQ,TheYoungTurks,news,['8:57'],"8:57. Yup. I had my account once to be exactly zero. Guess what happens when your bank account hits exactly $0. It closed. I did not go over draft, just zero. I asked them and they said yes if you go overdraft we charge you a fee and keep your account open. If you go to $0 we make no money so we close it. 😳",en,1.0
YAxL4TB6pmQ,TheYoungTurks,news,['29:29'],29:29 Why don't she just say take a 50% advance on an order?,en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['4:30'],4:30 that's great parenthood and an excellent rule for the rest of your life.,en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['7:50'],0:42 $150 for phone! 7:50 Pay for the cable!!! That explains it!,en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['9:30'],"First of all, High-Low check sequencing is absolutely ridiculous and should be completely illegal. Anyone with a hint of common since can argue, effectively, the principle that transactions should be processed in the order that they are incurred. However, this documentary deviates from legit to absurd at 9:30 where it makes the claim that ""most western nations have found faster ways to clear our funds but, not the US."" WTF!!!!!!!!!!!!! YOU MEAN TO TELL ME THAT THIS DOCUMENTARY WAS MADE IN 2014 AND THESE FOOLS HAVE NEVER HEARD OF DIRECT DEPOSIT!!! Strike #1  Second, free checking exists in some fashion, within every state in the US; which is the exact same as using cash....IF!!! you PAY ATTENTION, BALANCE YOUR CHECKBOOK, AND DON'T WRITE A CHECK THAT WILL NOT CLEAR!!!!! WTF #2!!!! Why would anyone go to a check cashing place that attaches a RIDICULOUS fee simply to cash your check when free direct deposit and free checking exists!!!   12:00.....Cash is real money that I put onto a card, where someone turns it into fake money for me.....This is IGNORANCE at it's best.... Cash is not real money because IT IS NOT BACKED BY ANYTHING BUT FAITH/ TRUST IN GOD as inscribed on all US currency. SO....those that pay a fee to turn a check into ""real money...cash"" and then turn around and pay another fee to turn that ""real money"" into ""fake money"" so that they can use it, have to be the most retarded people on the earth...",en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['01:21'],"(01:21) ""...because of a financial system that leaves millions underserved."" Partially true, and here's the truth of the statement:  The Federal Government has made cheap money available to banks, and banks still maintain very high interest rates on credit cards.  All consumers must service loans having interest rates that are substantially higher than what banks pay for the money that they are given by the Federal Reserve.  Considering the rates charged to banks, home loans should be hovering at about 2 percent, student loans should be at about 3 percent, and credit card interest rates should be at about 10 percent.  There is another side to this story.  Manufacturing has slipped from America and has been sent to China, India, Bangladesh, and Vietnam.  Americans must compete with extremely desperate people for work that used to pay a living wage.  Some argue that if only Americans would get rid of that pesky minimum wage, and those ridiculous clean air and water regulations, everything would be great!  If ""great"" means being paid less per hour than the cost of a small potato, then I guess things would be great, but I don't think that's a ""great"" idea.  I do not understand why Americans (even the desparate) are so against re-establishing tariffs on imported manufactured goods.  What is so wrong with that?  What is so wrong with employing Americans, FIRST?  Clearly, giving our manufacturing away to the rest of the world has not made it a more stable place.  Look at how China is rattling its sword at Japan and Taiwan.  Look at what's going on in the Ukraine.  Look at the continuing horrors going on in the Middle East!  Giving away American wealth has not made the world safer, and it has destroyed America's financial foundation.",en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['3:29'],3:29   :(  </3   A musician's darkest fear,en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['5:30'],5:30 -- Dude. do you think if you were not cooking pancakes into half an inch of fat you wouldnt look like a fucking manatee,en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['5:37'],"""Don't Cry Over Spilled Milk"", You'll Be There All Day!  My comments to the YouTube Video: ""SPENT: Looking For Change"" My Classification: Finances - Financial Overhaul  Rather than discussing the obvious, the results of bad decisions regarding how one spend's or does not save money, I would encourage a dialogue that looks at the ""root cause"" of financial woes, both for individuals and corporations. We also must not forget the fact that 'corporation's' are groups of 'individuals'!   There is a money management system in place, and has been since the beginning of time, that if followed correctly benefits everyone.  It's simply: ""1 + 1 = 2"", ""2 - 1 = 1"", ""0 + 0 = 0"". Problem is this simple money management system does not work when emotionalism takes a front seat.  All human beings need to feel secure within themselves. How that security looks to each one is different as habits are formed early on in a person's life; before grade school! If a person has learned to make decisions using emotions as their 'yardstick', the outcome's can be disastrous.    Some of the causes of emotional spending are triggered by fear; the fear of being lonely, being unloved, not being able to live as one has become accustomed, no longer able to satisfy selfish desires, no longer accepted by those who are privileged. Fear turn's simple task's into monstrous nightmare's.  My opinion is that most of our governing laws have been created and put into action based on ""individual's"" emotion's. You must have an emotional experience that moves you to action. Something must be triggered deep within your soul which prompts you to 'do something'. When making critical decisions regarding finances, ask yourself this question, ""How will this decision affect me as well as those around me""? [affect - ""produce a change""  effect - ""result"" / ability to bring about a result. ]  If at any point and time you find yourself unable to stop and ask this question before you act, then there's a good possiblity the outcome will not be the most desirable.  I also believe there is always hope! Just because your circumstances seem bleak to impossible right now, remember a journey begins with the first step. Stop where you are and begin anew. Look back only to understand those things that got you where you are today; and be honest. Start a new journey by doing things differently. Also always keep alert as life is a constant change; each new day brings about newness.   Matthew 5:37King James Version (KJV)  37 But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil.  5:1–7:29 The Sermon on the Mount is the first of five great blocks of Jesus’ teaching in Matthew (Introduction: Characteristics and Themes). It is the classic statement of the ethics of the kingdom of God. The early church favored a literal interpretation but fully applied the sermon only to special classes of Christians, especially monastics. Others, such as the Anabaptists, have attempted to apply it literally to every Christian. Still others have viewed it as legalistic, as a provisional, temporary code, or as a heightening of the law of Moses with the aim of inducing repentance (Luther). Finally, some have argued that the demands of the sermon are not to be understood literally, but that Jesus was concerned with inward disposition rather than outward conduct, or that the severity of the sermon is intended to compel a decision by the hearers either for or against God’s demands on their lives.  We must recognize that the sermon is directed to the disciples and through them to the whole church today. The sermon addresses both inward motives and outward conduct (5:21, 22, 27, 28). These legitimate demands are so strict (5:48) that no one can completely obey them, and we are therefore driven to the grace and mercy of God. In some cases Jesus uses obviously intentional exaggeration to illustrate the absolute requirements of God’s law (5:29, 30).  Matthew 5:21, 22, 27, 28, 29, 30, 37 https://www.biblegateway.com/passage/?search=Matthew+5%3A21%2C+22%2C+27%2C+28%2C+29%2C+30%2C+37&version=KJV",en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['32:38'],Man I feel for the woman at 32:38. Now she's going to a government run institution. Ouch.,en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['10:55'],"nice Obama bumper sticker at 10:55. ""hope and change"".  some people are just completely oblivious...",en,0.0
YAxL4TB6pmQ,TheYoungTurks,news,['30:44'],OMG I have the exact same poster/ hang up that they have on 30:44,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['1:00'],1:00 homer simpson impersonator,en,473.0
T67DvoH2H3E,TheYoungTurks,news,['1:34'],1:34 the most hilarious sound i've ever heard.,en,14.0
T67DvoH2H3E,TheYoungTurks,news,['1:33'],1:33 free ahBURBERBUBEREBUR button,en,2.0
T67DvoH2H3E,TheYoungTurks,news,['3:18'],3:18 stupid fat douche tryin to be funny. FAIL,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['3:24'],3:24  The United States Dental Association? Don't you mean the FDA? Derp,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['1:00'],wtf was that? 1:00???,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['2:44'],"2:44 ""and then in miami McCain really really bad""   LOL ",en,0.0
T67DvoH2H3E,TheYoungTurks,news,['1:24'],"1:24 you're saying that muscle tissue used to be thrown out? Then what is meat?  Seriously, semantics aside, it still looks fine to me.",en,0.0
T67DvoH2H3E,TheYoungTurks,news,['1:30'],a relay gay snake hahaha and 1:30  the noise he makes lmfao,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['1:33'],1:33 LOL!!!! i LMAO when i herd him ;p,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['2:47'],All I could see was the chicks ear piece sticking out... Very annoying @ 2:47,en,0.0
T67DvoH2H3E,TheYoungTurks,news,['2:40'],I love how at around 2:40 whats his name asks why the meat is pink.  HURRRDURRRBECAUSETHATSTHECOLOROFMUSCLETISSUEYADUMBFUCK.  Anyone who believes these morons are dumber than the morons TYT believes.,en,0.0
pps8hh5Aq-c,KaraandNate,travel,['1:27'],1:27 did you guys see the little old lady hold up a peace sign when she saw they were filming awww ❤️my heart,en,453.0
pps8hh5Aq-c,KaraandNate,travel,['1:26'],1:26 the woman that smiled to the camera😂,en,360.0
pps8hh5Aq-c,KaraandNate,travel,['1:26'],The woman at 1:26 has my whole heart😂❤️!,en,124.0
pps8hh5Aq-c,KaraandNate,travel,['1:28'],I love how that lady behind them did a peace time to the camera 1:28,en,98.0
pps8hh5Aq-c,KaraandNate,travel,['10:50'],10:50 is literally me in the morning.  Drops shampoo. Drops shampoo again three seconds later.,en,45.0
pps8hh5Aq-c,KaraandNate,travel,['11:18'],11:18 is this guy holding an eggplant near Kara's mouth? creepy much?,en,43.0
pps8hh5Aq-c,KaraandNate,travel,['2:49'],2:49 Kara: We're checking in!          Woman: GIVE ME THE DAMN PAPERS,en,16.0
pps8hh5Aq-c,KaraandNate,travel,['5:48'],At 5:48 for me when the door opens it sounds like a child screaming,en,10.0
pps8hh5Aq-c,KaraandNate,travel,['3:38'],3:38 EVERY GIRL EVER😂  love the vlog K&N !  Love ya!,en,8.0
pps8hh5Aq-c,KaraandNate,travel,['1:27'],1:27  lady in the back be like 😗✌🏻,en,7.0
pps8hh5Aq-c,KaraandNate,travel,['3:00'],3:00  That’s what she said,en,7.0
